Question,Answer
[심사결과] 판매자 가입이 '거부' 되었습니다. 왜그런가요?,"심사 담당자의 코멘트를 통해 자세한 사유 확인이 가능하며, 아래 2가지 사유로 거부될 수 있습니다. 1. 가입 신청 하신 이후 30일 이내에 가입 심사가 완료되지 않은 경우 자동으로 '보류'상태로 변경되며, 심사 보류상태에서 180일째 되는 날 자동으로 회원가입은 '거부' 상태로 변경됩니다. 2. 신청된 정보 중 취급불가 상품이 확인되거나,   사업자 폐업 상태 등 스마트스토어센터의 가입이 부적합하다고 판단된 경우에 '거부'상태로 처리됩니다.이 경우에는 가입 자체가 부적합하기 때문에 재심사 불가능합니다. 필요시 [가입하기]를 통해 처음부터 진행해 주세요. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[가입절차] 회원가입 시 계좌인증이 안돼요.,"스마트스토어 판매대금 정산과 충전금 출금은 반드시 대표자 또는 사업자명의의 계좌로만 가능하며, 법인사업자일 경우 법인명의의 계좌로만 가능합니다. 가입 시 기재한 계좌정보가 은행에 등록된 정보와 상이한 경우 인증이 불가하므로 정보가 일치하는지 확인해 주시고, 해당 정보가 모두 일치함에도 불구하고 계좌 인증이 불가한 경우에는 톡톡상담을 통해 문의해 주세요.(상담 카테고리 : 신규가입/심사/보류, 탈퇴/재가입 > 신규가입 > 계좌번호 인증이 실패돼요 > 실패사유에 해당하지 않아요 > 상담원 연결)  ※ 참고. · 국내사업자 중 ​예금주명이 대표자명 또는 사업자등록증의 상호명과 동일 또는 공동대표의 경우 대표자가 예금주명에 있는 경우 통장사본 제출 생략이 가능합니다. · 법인사업자 중 예금주명이 사업자등록증의 법인 명의(상호명)과 동일 할 경우 통장사본 제출 생략이 가능합니다. · 가입 시 ""대표자명과 예금주명이 일치하지 않습니다."" 메세지가 노출되는 경우는 판매자 유형을 ""개인""으로 선택하고 사업자명의 계좌로 계좌인증을 한 경우입니다.  · ""개인""으로 가입하고자 한다면 대표자 개인명의 계좌로 등록하셔야 하며, 만약 사업자명의 계좌로 등록을 원할 경우 판매자유형을 ""사업자""로 선택하여 다시 회원가입을 진행해 주세요. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[심사결과] 판매자 가입이 '보류' 되었습니다. 왜그런가요?,"제출하신 서류가 누락되었거나 신청정보와 일치하지 않은 점이 발견되어 현재 가입이 불가능한 상황입니다. 스마트스토어센터에서 노출되는 팝업 또는 [판매자 정보 > 심사내역 조회] 메뉴에서 상세한 ""보류 사유""를 확인할 수 있습니다. ※ 참고. 서류를 다시 첨부해야 한다면, [판매자 정보 > 심사내역 조회]메뉴에서 ""제출하기""버튼을 통해 추가 요청되는 서류를 다시 첨부해 주세요. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[가입절차] 통신판매신고증을 위한 '도메인/호스팅 서버 주소'는 어떻게 되나요?,"도메인 주소 및 네이버 호스트 서버 소재지는 아래와 같습니다.도메인 주소 · https://sell.smartstore.naver.com호스트 서버 소재지  · 지번 주소 : 경기도 성남시 분당구 야탑동 343번지 2호 KT-IDC 5층 · 도로명 주소 : 경기도 성남시 분당구 성남대로 925번길 36 (야탑동) 5층 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[심사결과] 스마트스토어센터 심사 소요기간은 얼마나 되나요?,"심사는 필요서류 제출 완료일을 기준으로 3일(영업일) 이내 진행됩니다.예시) 월요일 제출 완료 시 목요일 이내 진행


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[가입서류] 인감증명서는 무엇인가요?,"스마트스토어 판매자의 경우 판매된 금액을 대표자 또는 사업자/법인 명의 통장으로 정산 받을 수 있습니다.이에 통장 사본과 함께 통장 명의자를 정확하게 확인할 수 있도록 '인감 증명서'를 필수로 제출해주셔야 합니다.※ 참고. · 법인 지점사업자의 경우 법인 인감증명서를 제출해 주시면 됩니다.   · 대표자 인감증명서가 없을 경우, '본인서명사실확인서' 사본으로 대체 접수 가능합니다.! 주의. ·  3개월 이내에 발급된 서류 및 생년월일+성별 구분 제외하고 마스킹하여 제출해 주세요.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[가입서류] 등기사항전부증명서가 무엇인가요?,"스마트스토어에서는 법인사업자의 경우 개인 사업자와 구별되는 사업자임을 정확하게 확인 하기 위해 필수로 등기사항전부증명서를 제출해 주셔야 합니다.만약, 가입 신청 시 업로드를 하지 못했을 경우에는 [판매자정보 > 심사내역 조회] 메뉴에서 업로드 가능합니다. ! 주의.  ·  페이지가 여러 장인 경우 모든 페이지를 접수해주셔야 합니다.  (2페이지 이상의 서류는 '추가제출서류' 항목에 업로드 해주세요.) ·  각 페이지의 발행일자와 발급확인번호가 동일해야 합니다.  


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[가입절차] 미성년자(만 19세미만)도 판매회원 가입이 가능한가요?,"﻿네이버 스마트스토어는 만 14세 미만의 개인(개인 사업자 포함) 또는 법인사업자는 입점이 불가함을 양해 부탁 드립니다.(스마트스토어 판매 이용약관 : 제5조 (이용계약의 성립) 3항)만 14세 이상 ~ 만 19세 미만인 판매회원은 아래의 서류를 가입 신청단계에서 제출해주셔야 심사가 가능합니다.         ■ 국내 개인판매 회원· 법정대리인 인감증명서 사본 1부 (최근 3개월 이내 발급 분, 생년월일+성별 구분 제외 마스킹 필요)· 가족관계증명서 사본 1부 (또는 법정대리임을 증명할 서류)· 스마트스토어 법정대리인 동의서 사본 1부 (판매회원 ID 필수 기재)네이버 스마트스토어 법정대리인 동의서 다운로드》※ 참고.  · 만 14세 이상~만 19세 미만인 개인/법인 사업자회원은 가입심사 서류만 제출해주시면 됩니다. · 가족관계증명서의 경우 발급일은 무관하며, 주민등록번호 뒤 6자리(생년월일+성별 구분 제외)는 마스킹 후 제출해 주세요. · 법정대리인 인감증명서 제출이 어려울 경우 법정대리인 본인서명사실확인서로 대체 가능합니다.         ■ 국내 사업자 (대표자 법정미성년자)판매 회원 · 사업자 등록증 사본 1부 (1년 이내 발급분)· 대표자(또는 사업자) 명의 통장 사본 1부 · 대표자 인감증명서 사본 1부 (3개월 이내 발급분, 생년월일+성별 구분 제외 마스킹 필요)· 대표자(또는 사업자) 명의 통장 사본 1부  ※ 참고.  · 법정 미성년자 대표자여도 이미 사업자등록증 발급당시 법정대리인 확인 후 발급됨으로 법적대리인의 동의서류는 별도 제출 할 필요 없습니다. · 예금주명이 대표자명 또는 사업자등록증의 상호명과 동일할 경우 통장사본 생략 가능합니다. · 공동대표의 경우 대표 대표자가 예금주명에 있는 경우 통장 사본 생략 가능합니다. · 대표자 본인 인감증명서 제출이 필요하며 법적대리인 인감증명서 제출로는 가입 심사 불가능합니다. · 대표자 인감증명서는 '본인서명사실확인서' 사본으로 대체 접수 가능합니다. · 대표자 본인명의 휴대폰 인증시 '대표자 인감증명서'제출 생략 가능합니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
간이과세자도 통신판매업 등록번호를 꼭 등록해야하나요?,"부가가치세법상 간이과세자인 경우 통신판매업 등록번호를 입력하지 않아도 됩니다.다만, 간이과세자 기준 초과 시 통신판매업 신고 안내가 진행되며, 일반사업자로 정보 변경 또는 통신판매업 신고번호 입력이 필요한 경우 [판매자정보 > 정보변경 신청] 메뉴에서 입력 가능합니다.※ 참고. · 간이사업자는 통신판매업 미신고하여도 전환 심사 진행 가능합니다.· 양도양수의 경우 통신판매 신고 면제 기준에 해당하더라도 내부 기준에 의해 양수인의 통신판매 신고증은 필수로 제출 되어야 합니다.           통신판매업 신고번호 입력 기준  · 직전년도 누적 판매금액 8,000만원이상 또는 당해년도 1월1일부터 판매금액 8,000만원 이상 판매자유형간이사업자 
통신판매업 신고번호 입력기준(복수 계정인 경우 총 합) 직전년도 누적 판매 금액 8,000만원 이상 또는 당해년도 1월1일부터 판매 금액 8,000만원 이상 
 기준 초과 시 안내 통신판매업 미신고 안내(로그인 팝업 알림/EMS 발송)          통신판매업신고증 발급을 위한 '구매안전서비스 이용 확인증' 출력은[판매자 정보 > 판매자 정보 관리] 메뉴 상단 [구매안전서비스 이용 확인증]을 출력하신 후 관계 기관 제출을 통해 발급받으시기 바랍니다. ※ 참고.  · 가입 심사중 상태에서도 다운로드 가능합니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



관련 도움말/키워드

구매안전서비스 이용확인증은 어디서 받아야 하나요?



도움말 닫기"
[가입절차] 네이버페이 주문관리 수수료가 무엇인가요?,"결제 뿐 아니라 상품 주문/발송관리, 배송추적, 안심번호, 고객관리/마케팅 등판매자센터를 통해 제공되는 모든 서비스를 포함하는 수수료이며, 결제금액(상품주문번호) 기준으로 발생됩니다.네이버페이 주문관리 수수료는 국세청에 신고된 매출 등급 따라, 영세/중소/일반 등급별로 결제수단 구분없이 과금됩니다.          네이버페이 주문관리 수수료 (VAT 포함) 매출액에 따른 구분 수수료 (VAT 포함)
 영세 1.980%
 중소1 2.585%
 중소2 2.750%
 중소3 3.025%
 일반 3.630%
          매출액에 따른 국세청 등급 산정 기준· 매출 규모는 판매자님께서 국세청에 신고하신 사업자의 총 매출 금액 기준입니다. (자사몰 / 네이버페이 가맹점 포함)매출규모에 따른 등급 산정 기준상세   '등급 산정 자료 대상 기간'동안    국세청 신고 내역이 있는 사업자의 경우 국세청에 신고된 총 매출 금액 기준으로 등급 산정 단, 등급산정기간 중 사업기간이 1년미만 사업자의 경우      그 기간 동안의 매출액을 12개월로 환산하여 국세청에서 등급 산정  ex) 22년 9월 창업, 9~12월동안 발생한 매출액이 2억원일 경우       매출액을 1/4으로 적용하여 월 매출의 X 12개월로 적용 = 6억원으로 계산     '등급 산정 자료 대상 기간'동안   국세청 신고된 매출 금액이 없는 경우 전년도(2022년)  오픈마켓(타사 포함), PG사를 통해 판매된 매출내역을 근거로 등급 산정국세청 매출 등급은 연 2회(1월 말, 7월 말) 업데이트 되고 있으며,대상 기간에 해당하는 매출금액 조회는 국세청 사이트에서, 가맹점 등급 관련 조회는 여신금융 협회 사이트에서 확인해 주세요.※ 참고. 국세청 등급 업데이트 반영 후 신규 발급 된 사업자 번호로 가입한 경우 국세청 실제 등급이 ""영세/중소"" 에 해당하여도 ""일반""으로 반영되며 이후 업데이트 기간에 맞춰 국세청 등급이 반영됩니다.예) 1월말 국세청 등급 반영 완료 / 3월 스마트스토어 신규 가입/ 국세청 등급 ""영세""→ 7월 말 국세청 등급 업데이트 이전까지는 ""일반"" → 7월 말 국세청 등급 업데이트 이후 국세청 등급(영세)기준으로 반영  '일반' 등급 기준 적용된 수수료는 중소상공인 카드 수수료 우대 정책에 해당하는 경우 이전 반기 카드 수수료 소급하여 환급됩니다.우대 수수료 환급 정책 바로가기》국세청 매출 조회 홈택스 바로 가기》('신용카드 매출 자료 조회' 메뉴에서 로그인 후 조회)여신금융협회 바로 가기》(로그인 후 매출 조회, 단 카드사 가맹점으로 등록된 사업자만 가능)스마트스토어 수수료의 종류 확인하러 가기》             2024년 상반기 등급 산정 자료 대상 기간· 개인사업자(과세) : 2022년 7월~2023년 6월 (직전 2회 과세 기간의 1년간 과세 표준의 합계)· 개인사업자(면세) : 2022년 1월~2022년 12월 (하반기 종료일 직전 연도 사업장 현황 신고서)· 개인사업자(간이) : 2022년 1월~2022년 12월 (간이과세자 개인, 간이과세자 세금계산서 발행 사업자)· 법인사업자 : 2022년 1월~2022년 12월 (최근 법인세 신고 기준)2024년 상반기 중소상공인 수수료 등급 관련 자세한 내용은 공지사항을 참고 바랍니다. 2024년 상반기 중소상공인 대상 등급 적용 공지사항 보러가기》​           


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
